0	0	0	27
0	0	0.405	27
0	0.405	0	27
0.405	0	0	27
0	0.405	0.405	27
0.405	0	0.405	27
0.405	0.405	0	27
0.405	0.405	0.405	27
0	0.2025	0.2025	27
0.405	0.2025	0.2025	27
0.2025	0	0.2025	27
0.2025	0.405	0.2025	27
0.2025	0.2025	0	27
0.2025	0.2025	0.405	27
0	0	0.405	27
0	0	0.81	27
0	0.405	0.405	27
0.405	0	0.405	27
0	0.405	0.81	27
0.405	0	0.81	27
0.405	0.405	0.405	27
0.405	0.405	0.81	27
0	0.2025	0.6075	27
0.405	0.2025	0.6075	27
0.2025	0	0.6075	27
0.2025	0.405	0.6075	27
0.2025	0.2025	0.405	27
0.2025	0.2025	0.81	27
0	0	0.81	27
0	0	1.215	27
0	0.405	0.81	27
0.405	0	0.81	27
0	0.405	1.215	27
0.405	0	1.215	27
0.405	0.405	0.81	27
0.405	0.405	1.215	27
0	0.2025	1.0125	27
0.405	0.2025	1.0125	27
0.2025	0	1.0125	27
0.2025	0.405	1.0125	27
0.2025	0.2025	0.81	27
0.2025	0.2025	1.215	27
0	0	1.215	27
0	0	1.62	27
0	0.405	1.215	27
0.405	0	1.215	27
0	0.405	1.62	27
0.405	0	1.62	27
0.405	0.405	1.215	27
0.405	0.405	1.62	27
0	0.2025	1.4175	27
0.405	0.2025	1.4175	27
0.2025	0	1.4175	27
0.2025	0.405	1.4175	27
0.2025	0.2025	1.215	27
0.2025	0.2025	1.62	27
0	0	1.62	27
0	0	2.025	27
0	0.405	1.62	27
0.405	0	1.62	27
0	0.405	2.025	27
0.405	0	2.025	27
0.405	0.405	1.62	27
0.405	0.405	2.025	27
0	0.2025	1.8225	27
0.405	0.2025	1.8225	27
0.2025	0	1.8225	27
0.2025	0.405	1.8225	27
0.2025	0.2025	1.62	27
0.2025	0.2025	2.025	27
0	0	2.025	27
0	0	2.43	27
0	0.405	2.025	27
0.405	0	2.025	27
0	0.405	2.43	27
0.405	0	2.43	27
0.405	0.405	2.025	27
0.405	0.405	2.43	27
0	0.2025	2.2275	27
0.405	0.2025	2.2275	27
0.2025	0	2.2275	27
0.2025	0.405	2.2275	27
0.2025	0.2025	2.025	27
0.2025	0.2025	2.43	27
0	0	2.43	27
0	0	2.835	27
0	0.405	2.43	27
0.405	0	2.43	27
0	0.405	2.835	27
0.405	0	2.835	27
0.405	0.405	2.43	27
0.405	0.405	2.835	27
0	0.2025	2.6325	27
0.405	0.2025	2.6325	27
0.2025	0	2.6325	27
0.2025	0.405	2.6325	27
0.2025	0.2025	2.43	27
